Orthogroup	Branchiostoma_floridae	Capitella_teleta	Crassostrea_ariakensis	Crassostrea_gigas	Cyclina_sinensis	Drosophila_melanogaster	Homo_sapiens	Mytilus_coruscus	Nautilus_pompilius	Nematostella_vectensis	Patinopecten_yessoensis	Pomacea_canaliculata	Sinonovacula_constricta	Sinonovacula_rivularis	Tegillarca_granosa	Total
OG0000330	41	28	1	0	1	0	16	1	1	15	1	1	1	0	0	107
OG0000331	19	4	7	11	7	0	7	12	2	4	11	10	4	5	4	107
OG0000332	1	2	11	19	17	0	0	18	0	0	4	4	7	7	17	107
OG0000333	0	1	8	9	9	15	0	27	6	0	10	1	13	4	3	106
OG0000334	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106
OG0000335	8	15	14	16	6	1	1	21	1	5	7	2	1	2	6	106
OG0000336	0	4	0	0	3	0	0	92	0	0	7	0	0	0	0	106
OG0000337	0	0	10	9	10	0	0	10	0	0	46	0	1	1	19	106
OG0000338	0	0	16	7	3	0	0	71	1	0	3	1	2	1	1	106
OG0000339	52	8	4	2	2	0	15	2	4	0	3	3	2	2	6	105
OG0000340	10	0	13	3	15	0	0	42	0	0	0	0	11	0	11	105
OG0000341	3	3	7	34	12	1	1	3	1	1	3	1	6	3	26	105
OG0000342	1	104	0	0	0	0	0	0	0	0	0	0	0	0	0	105
OG0000343	1	14	11	11	2	1	2	18	5	9	11	4	5	3	8	105
OG0000344	0	27	12	11	16	1	0	13	2	0	6	0	9	5	3	105
OG0000345	12	8	5	6	11	0	5	7	2	2	7	19	2	2	16	104
OG0000346	16	3	5	9	11	0	0	10	2	2	20	4	6	5	11	104
OG0000347	18	2	10	9	11	0	3	9	0	4	7	0	12	11	8	104
OG0000348	4	10	8	16	5	1	3	11	3	2	11	5	8	8	9	104
OG0000349	5	8	12	12	8	1	1	15	1	3	15	8	5	3	7	104
OG0000350	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	104
OG0000351	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	104
OG0000352	2	44	5	3	0	0	0	49	0	0	0	0	0	0	0	103
OG0000353	0	100	0	0	0	1	0	0	0	0	0	0	1	0	0	102
OG0000354	17	1	6	8	8	1	9	5	3	5	6	11	7	7	8	102
OG0000355	15	2	7	17	3	1	3	14	8	2	9	3	3	3	12	102
OG0000356	12	4	5	5	15	0	1	4	4	4	12	12	12	8	4	102
OG0000357	14	3	5	5	7	1	11	5	4	24	4	6	6	3	3	101
OG0000358	34	3	3	3	5	1	16	7	3	2	3	4	6	4	7	101
OG0000359	8	3	13	11	12	0	3	12	3	3	6	8	7	8	4	101
OG0000360	3	4	8	10	10	0	3	8	4	4	12	10	11	5	9	101
OG0000361	8	4	5	5	15	1	6	8	5	2	8	3	10	8	13	101
OG0000362	1	3	6	9	45	1	2	13	2	0	4	2	6	1	6	101
OG0000363	20	5	6	10	7	1	11	8	4	4	3	6	6	5	4	100
OG0000364	5	4	5	10	6	2	16	6	3	5	5	3	12	9	9	100
OG0000365	10	5	6	6	6	1	14	9	6	6	8	5	7	5	6	100
OG0000366	17	0	8	20	18	0	0	17	0	6	0	0	6	0	8	100
OG0000367	3	1	10	0	0	0	0	84	0	1	1	0	0	0	0	100
OG0000368	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	100
OG0000369	0	2	9	10	22	0	0	12	1	0	4	7	13	13	7	100
OG0000370	0	0	16	28	3	0	0	15	0	0	7	6	14	10	1	100
OG0000371	1	7	3	5	7	5	4	13	16	6	8	10	4	2	8	99
OG0000372	7	0	7	8	13	0	0	6	9	1	7	17	8	12	4	99
OG0000373	1	1	53	14	1	0	1	4	1	1	2	1	1	0	18	99
OG0000374	1	0	0	0	0	0	0	0	0	1	0	97	0	0	0	99
OG0000375	1	1	1	1	3	0	1	84	1	1	1	0	1	1	2	99
OG0000376	12	1	9	6	10	0	2	6	7	2	21	0	4	4	15	99
OG0000377	11	11	9	11	11	0	1	9	7	5	6	4	8	3	3	99
OG0000378	1	36	3	4	7	0	0	13	5	0	10	4	4	3	9	99
OG0000379	0	0	0	3	5	0	0	38	0	1	5	0	1	0	46	99
OG0000380	0	0	9	17	16	0	0	9	9	0	10	6	7	5	10	98
OG0000381	4	9	6	7	10	1	9	7	6	0	8	8	8	7	8	98
OG0000382	9	10	4	10	9	0	1	6	2	1	18	5	8	9	6	98
OG0000383	96	0	0	0	0	0	0	0	0	0	0	0	1	1	0	98
OG0000384	6	6	15	8	6	1	9	5	4	3	9	4	5	11	6	98
OG0000385	1	22	4	8	1	1	5	6	1	1	2	1	20	14	10	97
OG0000386	7	12	6	13	12	1	6	11	2	2	5	3	8	5	4	97
OG0000387	4	10	9	8	11	3	11	4	6	2	7	6	7	4	5	97
OG0000388	5	0	12	14	14	0	1	7	1	0	13	7	11	9	3	97
OG0000389	2	3	6	8	10	1	1	7	1	3	3	13	14	9	16	97
OG0000390	0	86	0	0	0	0	1	6	0	0	0	1	1	2	0	97
OG0000391	0	0	24	30	27	0	0	4	0	0	9	0	0	0	3	97
OG0000392	24	9	1	2	6	14	0	2	1	23	2	6	4	1	1	96
OG0000393	7	5	8	12	6	0	12	7	3	1	5	7	8	7	8	96
OG0000394	8	0	7	2	10	0	0	36	0	1	2	0	5	3	22	96
OG0000395	0	0	8	15	15	0	1	19	0	0	8	0	17	13	0	96
OG0000396	10	4	4	5	2	1	0	2	4	4	5	42	1	5	6	95
OG0000397	2	10	11	12	10	1	1	5	4	2	6	11	8	4	8	95
OG0000398	11	2	4	4	5	1	17	7	5	15	6	5	4	3	6	95
OG0000399	15	23	8	7	8	1	5	2	1	4	2	3	10	3	3	95
OG0000400	7	7	6	6	8	2	1	11	4	3	6	9	6	5	14	95
OG0000401	0	32	3	7	10	1	0	7	7	0	10	7	7	2	1	94
OG0000402	6	8	4	4	12	4	1	5	3	3	10	16	5	7	6	94
OG0000403	0	1	0	0	40	0	0	0	1	0	0	0	22	29	0	93
OG0000404	1	10	9	18	8	0	1	16	1	1	10	1	8	4	5	93
OG0000405	77	2	1	3	3	0	0	0	1	1	0	0	2	2	1	93
OG0000406	7	0	6	6	0	0	0	3	1	0	1	0	1	0	68	93
OG0000407	3	2	8	6	12	0	1	7	3	8	7	10	9	8	9	93
OG0000408	0	0	0	0	12	0	0	78	0	0	2	0	0	0	1	93
OG0000409	13	14	4	9	4	1	3	11	4	1	6	5	8	5	4	92
OG0000410	1	2	2	2	8	1	1	17	5	1	8	16	12	4	12	92
OG0000411	3	31	1	1	7	1	0	5	5	11	3	13	5	2	4	92
OG0000412	3	5	8	6	11	5	1	5	2	2	13	6	10	6	9	92
OG0000413	51	1	1	1	3	1	7	1	0	16	2	0	3	3	2	92
OG0000414	3	4	6	5	6	1	6	7	8	8	11	6	6	6	9	92
OG0000415	1	68	1	1	1	1	2	1	1	4	3	2	1	2	3	92
OG0000416	0	0	14	30	2	1	0	34	0	0	9	0	0	0	2	92
OG0000417	0	0	0	0	0	0	0	91	0	0	0	0	0	0	1	92
OG0000418	3	7	5	7	7	1	16	6	6	5	6	5	6	6	5	91
OG0000419	9	2	7	12	7	1	1	6	7	3	7	6	9	4	10	91
OG0000420	0	5	16	19	5	0	0	35	0	0	3	0	1	1	6	91
OG0000421	1	0	6	12	10	0	2	11	3	0	14	4	7	4	16	90
OG0000422	5	3	14	10	10	1	1	9	4	2	6	4	9	7	5	90
OG0000423	3	8	4	9	7	6	2	12	8	3	4	7	5	4	8	90
OG0000424	4	5	15	9	10	1	5	13	0	5	9	3	5	2	4	90
OG0000425	3	2	12	5	4	1	4	14	3	1	18	5	5	4	9	90
OG0000426	5	5	9	8	6	4	1	9	3	0	6	5	7	10	12	90
OG0000427	12	5	7	7	7	0	4	7	2	1	9	6	6	6	11	90
OG0000428	5	12	6	6	6	0	3	6	4	10	8	6	7	3	8	90
OG0000429	0	2	14	9	3	0	0	17	1	0	7	4	5	6	22	90
OG0000430	0	2	12	19	5	0	0	17	0	1	7	0	17	3	7	90
OG0000431	3	7	3	7	13	9	2	4	3	2	10	3	8	6	9	89
OG0000432	9	10	6	8	4	10	4	6	2	2	10	5	4	4	5	89
OG0000433	5	0	13	5	5	0	0	4	0	51	3	1	1	0	1	89
OG0000434	7	4	4	6	7	1	17	5	3	5	6	3	6	4	11	89
OG0000435	19	5	3	8	6	1	8	5	5	7	6	3	4	3	5	88
OG0000436	2	0	7	15	4	1	4	14	0	6	8	13	3	4	7	88
OG0000437	2	2	9	10	8	1	1	17	3	1	12	10	3	4	5	88
OG0000438	0	3	0	0	1	0	0	83	0	0	0	0	0	0	1	88
OG0000439	0	0	1	0	6	0	0	52	0	10	1	0	8	4	6	88
OG0000440	0	0	5	3	4	0	0	17	0	0	0	56	2	0	1	88
OG0000441	0	0	0	0	3	0	0	85	0	0	0	0	0	0	0	88
OG0000442	25	1	1	1	3	0	18	2	5	25	2	1	1	1	1	87
OG0000443	19	8	6	5	4	2	7	4	3	4	6	5	6	4	4	87
OG0000444	0	6	5	5	8	0	0	7	3	0	7	29	6	1	10	87
OG0000445	0	1	10	8	8	1	0	10	9	0	9	7	10	3	11	87
OG0000446	0	0	5	5	9	1	0	5	2	0	15	5	2	8	30	87
OG0000447	1	2	8	10	5	1	1	7	1	1	7	28	5	4	6	87
OG0000448	11	1	5	10	8	1	1	5	2	7	11	2	5	4	14	87
OG0000449	3	0	5	0	7	0	0	54	0	0	0	4	1	0	13	87
OG0000450	4	5	6	6	10	1	7	5	5	6	7	6	6	5	8	87
OG0000451	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	87
OG0000452	0	8	3	9	0	0	0	34	0	24	0	0	7	1	1	87
OG0000453	0	0	0	0	0	0	0	86	0	0	0	0	0	1	0	87
OG0000454	2	8	6	7	15	1	5	3	0	2	10	2	14	7	4	86
OG0000455	17	3	6	7	3	1	6	4	6	5	10	5	4	4	5	86
OG0000456	30	4	2	3	5	1	5	9	1	4	3	2	4	4	9	86
OG0000457	15	26	2	5	0	0	4	7	5	1	7	0	1	2	11	86
OG0000458	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86
OG0000459	61	4	2	2	1	0	0	6	2	0	3	2	1	0	2	86
OG0000460	0	0	18	13	9	0	0	23	0	0	11	0	5	6	1	86
OG0000461	0	0	4	4	24	0	0	10	0	0	10	5	14	2	13	86
OG0000462	6	11	3	3	7	2	8	4	5	10	5	6	4	5	6	85
OG0000463	22	5	0	0	6	0	1	13	0	5	8	13	6	6	0	85
OG0000464	0	0	0	0	1	0	0	84	0	0	0	0	0	0	0	85
OG0000465	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	85
OG0000466	3	7	5	5	8	0	1	4	4	6	4	17	4	7	9	84
OG0000467	13	5	4	6	7	0	3	7	3	4	11	8	3	3	7	84
OG0000468	7	2	7	7	9	1	2	10	7	0	7	7	7	5	6	84
OG0000469	3	2	31	17	16	0	0	3	0	0	3	0	1	8	0	84
OG0000470	0	0	3	7	18	0	0	11	3	0	11	1	9	6	15	84
OG0000471	49	8	1	3	3	1	3	6	1	1	2	3	1	0	1	83
OG0000472	10	2	7	11	2	7	1	6	0	6	17	1	4	5	4	83
OG0000473	4	34	3	2	0	2	2	19	3	3	3	2	3	1	2	83
OG0000474	2	1	15	21	6	1	0	2	1	1	7	4	5	7	10	83
OG0000475	0	11	4	4	13	0	0	2	7	0	4	16	8	3	11	83
OG0000476	5	9	3	2	8	1	2	8	2	2	9	18	4	4	6	83
OG0000477	18	0	7	4	1	0	0	3	1	1	23	1	14	9	1	83
OG0000478	13	9	6	10	5	1	0	4	3	10	7	1	3	0	11	83
OG0000479	8	7	7	8	9	2	6	6	2	2	7	6	4	4	5	83
OG0000480	14	5	6	2	9	0	2	7	2	4	11	1	5	5	10	83
OG0000481	4	5	5	5	6	1	9	8	4	4	4	5	6	7	10	83
OG0000482	9	4	3	3	3	0	4	2	2	1	4	37	3	3	5	83
OG0000483	6	3	7	6	7	0	0	12	3	3	5	7	6	6	12	83
OG0000484	3	3	6	14	2	0	4	26	1	0	18	1	2	1	2	83
OG0000485	7	13	5	5	4	1	0	34	0	0	3	1	2	1	7	83
OG0000486	8	8	6	6	5	1	1	16	6	2	7	7	2	0	8	83
OG0000487	1	1	0	0	0	0	0	68	0	1	6	0	0	0	6	83
OG0000488	0	10	0	1	32	2	2	5	1	0	1	2	15	12	0	83
OG0000489	2	31	4	7	9	0	0	4	2	0	5	4	6	2	6	82
OG0000490	2	0	2	2	48	0	0	9	6	1	1	5	1	5	0	82
OG0000491	43	3	3	3	4	1	7	2	1	2	2	2	3	4	2	82
OG0000492	4	9	5	6	6	1	8	4	4	8	6	5	6	6	4	82
OG0000493	0	0	0	0	2	0	0	67	0	0	0	2	10	1	0	82
OG0000494	8	4	6	6	6	1	2	10	3	8	10	2	4	3	8	81
OG0000495	7	8	2	6	13	1	2	8	2	7	6	3	7	5	4	81
OG0000496	3	6	5	8	11	0	3	8	2	2	8	18	4	1	2	81
OG0000497	26	0	4	9	5	0	2	4	2	4	6	2	5	5	7	81
OG0000498	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	81
OG0000499	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	81
OG0000500	46	5	3	3	2	1	2	3	1	0	4	3	3	1	3	80
OG0000501	0	1	7	8	24	2	0	11	1	0	10	5	4	2	5	80
OG0000502	11	6	4	4	9	2	6	4	3	9	4	5	5	4	4	80
OG0000503	1	4	5	6	5	5	0	6	7	2	14	10	5	3	7	80
OG0000504	11	4	5	6	16	1	1	1	2	7	5	6	6	1	8	80
OG0000505	5	35	2	7	3	0	1	3	1	1	7	2	2	5	6	80
OG0000506	6	5	4	4	8	2	5	7	5	2	3	3	5	4	17	80
OG0000507	1	33	14	6	1	0	3	6	0	2	8	0	1	2	3	80
OG0000508	0	0	7	5	0	0	0	2	2	0	57	0	2	3	2	80
OG0000509	40	4	2	2	1	0	19	3	0	2	2	1	1	1	1	79
OG0000510	2	3	6	7	9	1	1	9	3	0	8	7	8	5	10	79
OG0000511	18	7	3	3	5	1	9	3	3	10	3	2	3	3	6	79
OG0000512	3	10	14	5	5	1	2	14	2	10	2	2	4	2	3	79
OG0000513	7	1	2	3	10	1	5	5	2	3	12	7	7	7	7	79
OG0000514	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	79
OG0000515	0	3	3	8	9	0	0	10	4	1	10	7	11	9	4	79
OG0000516	0	1	0	0	3	0	0	0	0	0	0	0	51	23	1	79
OG0000517	3	13	2	6	7	1	6	3	4	1	12	2	10	3	5	78
OG0000518	5	1	4	5	6	1	7	4	4	15	6	4	6	6	4	78
OG0000519	12	2	4	2	3	1	4	7	3	5	4	7	7	7	10	78
OG0000520	0	1	9	11	6	4	0	7	5	6	10	3	4	2	10	78
OG0000521	4	5	5	3	5	1	14	4	4	5	5	5	5	6	7	78
OG0000522	2	0	3	2	0	0	0	63	0	4	1	0	0	0	3	78
OG0000523	9	9	6	12	6	1	1	6	3	3	5	3	4	4	6	78
OG0000524	8	4	5	7	9	0	5	1	2	7	11	2	8	5	4	78
OG0000525	1	3	6	12	4	1	2	5	7	2	9	5	3	3	15	78
OG0000526	5	0	7	9	6	0	1	14	4	5	6	4	6	4	7	78
OG0000527	1	71	1	0	0	0	0	2	0	1	0	0	1	0	1	78
OG0000528	2	4	8	7	10	0	0	8	1	1	3	4	8	6	16	78
OG0000529	5	0	8	13	6	0	0	10	1	0	10	3	7	9	6	78
OG0000530	2	8	4	10	7	0	2	4	0	10	5	7	8	2	9	78
OG0000531	0	10	3	0	0	0	0	64	0	1	0	0	0	0	0	78
OG0000532	0	74	0	0	0	1	0	0	0	0	0	3	0	0	0	78
OG0000533	0	0	7	13	6	0	0	13	0	0	9	11	6	6	7	78
OG0000534	5	2	3	3	2	1	12	3	1	34	3	3	1	1	3	77
OG0000535	4	4	5	6	8	1	3	8	6	2	7	6	6	5	6	77
OG0000536	2	1	4	3	6	1	4	11	4	1	5	4	5	2	24	77
OG0000537	33	2	0	1	2	0	3	4	1	5	9	4	4	9	0	77
OG0000538	0	0	11	11	7	0	0	14	0	0	14	0	5	4	11	77
OG0000539	5	6	6	6	10	0	2	4	7	0	7	5	9	4	5	76
OG0000540	5	21	0	1	4	1	0	5	2	2	2	22	6	2	3	76
OG0000541	0	11	12	3	1	1	0	41	0	0	2	0	3	2	0	76
OG0000542	1	6	6	7	6	8	0	10	3	2	5	3	5	5	9	76
OG0000543	8	10	2	4	3	2	2	13	5	5	12	3	3	3	1	76
OG0000544	4	6	4	3	10	1	4	4	10	2	12	4	1	1	10	76
OG0000545	26	3	2	2	5	0	11	5	0	3	14	1	2	1	1	76
OG0000546	1	0	4	4	17	0	0	7	1	4	10	6	9	7	6	76
OG0000547	6	10	5	5	6	1	6	4	4	4	4	5	6	5	5	76
OG0000548	10	5	8	12	4	0	0	12	0	1	15	2	2	2	3	76
OG0000549	3	8	6	7	2	6	1	4	3	3	5	19	2	2	5	76
OG0000550	6	3	3	4	5	0	17	4	5	8	5	4	5	3	4	76
OG0000551	5	27	3	3	6	0	0	2	0	0	0	27	0	0	3	76
OG0000552	2	3	7	5	8	2	1	6	3	2	18	2	7	4	6	76
OG0000553	5	5	10	10	11	2	2	5	0	2	5	1	2	0	15	75
OG0000554	5	5	6	6	6	1	6	7	2	4	4	6	5	5	7	75
OG0000555	0	0	73	2	0	0	0	0	0	0	0	0	0	0	0	75
OG0000556	0	0	15	2	1	0	0	55	0	0	2	0	0	0	0	75
OG0000557	0	0	20	20	6	0	0	8	0	0	7	1	3	1	9	75
OG0000558	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	75
OG0000559	1	4	8	6	9	1	0	5	9	0	8	7	6	2	8	74
OG0000560	26	0	2	3	9	2	1	9	0	7	4	0	3	5	3	74
OG0000561	17	1	4	3	10	0	2	7	4	3	6	5	5	5	2	74
OG0000562	3	3	2	7	11	0	0	10	4	5	5	7	8	5	4	74
OG0000563	13	4	2	2	7	1	5	4	4	2	5	4	4	3	14	74
OG0000564	0	0	6	8	0	0	0	40	0	4	10	0	0	0	6	74
OG0000565	0	0	1	1	13	0	0	9	5	0	1	2	17	23	1	73
OG0000566	17	4	4	3	4	1	8	5	1	15	4	3	3	0	1	73
OG0000567	14	8	4	4	4	4	9	3	3	0	2	2	6	5	5	73
OG0000568	4	6	7	5	7	2	2	7	4	3	5	5	5	6	5	73
OG0000569	2	3	3	6	11	7	3	2	3	5	5	3	6	6	8	73
OG0000570	3	3	8	6	5	0	9	4	5	3	5	4	5	6	7	73
OG0000571	5	0	3	4	0	0	0	1	0	5	16	25	8	5	1	73
OG0000572	11	26	3	2	15	0	3	1	0	0	2	6	2	2	0	73
OG0000573	0	1	0	0	3	0	0	65	0	0	0	0	0	0	4	73
OG0000574	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	73
OG0000575	0	1	0	0	12	0	0	1	8	0	1	18	19	12	0	72
OG0000576	0	0	0	0	0	71	0	0	0	0	0	1	0	0	0	72
OG0000577	5	3	5	5	8	1	3	4	4	9	6	5	6	6	2	72
OG0000578	8	0	2	2	2	1	23	2	3	18	2	2	2	3	2	72
OG0000579	8	4	5	5	7	1	8	8	4	1	3	3	3	2	10	72
OG0000580	8	0	0	0	3	0	0	44	0	4	0	0	8	5	0	72
OG0000581	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	72
OG0000582	0	49	0	0	1	0	0	12	0	3	6	0	1	0	0	72
OG0000583	0	0	2	4	9	3	0	4	0	2	1	1	27	15	4	72
OG0000584	16	3	3	3	4	12	5	3	5	1	3	4	3	3	3	71
OG0000585	1	7	5	4	9	1	4	10	3	1	4	9	4	4	5	71
OG0000586	9	11	5	5	4	3	0	3	7	0	10	5	3	2	4	71
OG0000587	21	3	2	2	10	1	11	5	1	1	4	1	1	1	7	71
OG0000588	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71
OG0000589	12	12	3	5	3	0	7	5	5	2	3	4	3	2	5	71
OG0000590	0	70	0	0	0	0	1	0	0	0	0	0	0	0	0	71
OG0000591	0	3	8	9	11	0	0	4	3	2	9	16	3	0	3	71
OG0000592	0	0	13	12	6	0	5	11	0	0	7	8	5	1	3	71
OG0000593	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	71
OG0000594	14	8	6	5	6	1	14	2	0	2	5	2	2	2	1	70
OG0000595	0	1	14	10	0	1	0	11	0	0	33	0	0	0	0	70
OG0000596	4	5	3	5	5	1	7	6	4	3	4	6	7	7	3	70
OG0000597	48	0	7	9	0	0	0	0	3	2	1	0	0	0	0	70
OG0000598	3	6	2	3	5	1	17	4	4	3	5	5	4	3	5	70
OG0000599	17	0	4	7	9	3	2	5	2	1	2	3	4	4	7	70
OG0000600	9	11	5	6	7	4	3	4	5	1	4	5	4	2	0	70
OG0000601	4	2	5	9	7	0	1	7	2	5	7	8	5	3	5	70
OG0000602	9	10	3	6	6	0	3	9	2	2	9	4	2	3	2	70
OG0000603	1	7	3	3	11	1	8	3	8	2	5	2	9	3	4	70
OG0000604	6	5	4	3	3	2	9	3	3	8	8	3	3	3	7	70
OG0000605	0	2	12	13	0	0	0	9	6	0	7	1	0	1	19	70
OG0000606	0	8	1	5	2	0	0	11	4	16	3	0	14	4	2	70
OG0000607	0	0	20	25	0	0	0	10	0	0	7	0	0	0	8	70
OG0000608	0	0	8	10	11	0	1	4	0	1	5	0	10	2	18	70
OG0000609	0	0	7	1	0	0	0	45	2	0	2	0	0	0	13	70
OG0000610	6	3	4	3	7	1	1	11	4	3	7	7	6	5	1	69
OG0000611	22	1	2	2	2	1	13	3	3	2	5	4	5	1	3	69
OG0000612	5	3	8	10	3	2	2	9	1	3	4	2	2	2	13	69
OG0000613	0	8	8	11	4	1	0	9	1	0	4	4	4	5	10	69
OG0000614	2	2	7	7	5	3	9	12	2	1	8	1	4	4	2	69
OG0000615	3	1	3	7	10	0	1	5	3	1	5	7	5	4	14	69
OG0000616	4	2	5	9	4	1	2	4	7	6	7	4	4	3	7	69
OG0000617	2	2	7	9	5	1	1	15	3	1	5	5	4	3	6	69
OG0000618	4	6	5	10	4	0	3	7	1	8	3	1	7	3	7	69
OG0000619	8	6	4	4	7	0	0	4	6	0	3	5	8	9	5	69
OG0000620	0	2	8	10	6	0	0	9	2	3	7	5	7	3	7	69
OG0000621	0	15	1	1	4	0	0	0	11	8	3	20	5	1	0	69
OG0000622	7	6	2	1	1	0	0	1	1	42	1	2	1	1	2	68
OG0000623	12	9	4	4	6	4	3	6	2	4	5	2	2	2	3	68
OG0000624	1	0	1	2	23	0	1	3	13	0	13	0	8	2	1	68
OG0000625	1	29	4	3	6	0	0	3	2	0	3	6	3	2	6	68
OG0000626	7	4	3	5	6	4	9	4	3	2	4	3	2	4	8	68
OG0000627	3	2	5	7	6	0	5	9	4	0	11	2	7	4	3	68
OG0000628	0	7	0	0	0	0	0	14	0	26	15	0	0	1	5	68
OG0000629	0	6	5	6	6	0	0	9	5	1	7	5	6	5	7	68
OG0000630	0	3	3	5	0	0	0	54	0	0	0	0	0	0	3	68
OG0000631	0	3	0	0	20	0	0	15	0	0	1	9	17	2	1	68
OG0000632	0	0	3	5	7	0	0	10	0	0	13	10	3	4	13	68
OG0000633	2	2	19	2	7	1	1	5	1	1	2	2	5	3	14	67
OG0000634	6	7	4	5	5	2	1	5	2	3	5	3	6	6	7	67
OG0000635	5	2	5	3	7	18	13	2	0	3	2	3	1	2	1	67
OG0000636	4	5	3	8	6	1	4	3	7	5	4	2	5	6	4	67
OG0000637	3	3	7	5	6	1	3	5	5	3	6	3	5	2	10	67
OG0000638	58	0	0	1	0	0	6	0	0	0	0	0	0	0	2	67
OG0000639	5	3	8	10	6	0	0	6	2	1	8	2	7	7	2	67
OG0000640	0	0	66	1	0	0	0	0	0	0	0	0	0	0	0	67
OG0000641	0	0	9	5	10	0	1	36	0	0	1	0	3	1	1	67
OG0000642	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	67
OG0000643	40	1	1	1	0	3	3	1	1	0	3	2	0	0	10	66
OG0000644	5	3	5	3	6	0	5	4	4	10	4	3	6	5	3	66
OG0000645	3	4	3	4	5	1	5	7	5	4	7	5	4	3	6	66
OG0000646	23	3	3	3	4	1	5	3	1	4	3	3	3	2	5	66
OG0000647	1	2	10	2	1	1	2	35	1	1	1	1	1	2	5	66
OG0000648	21	1	4	7	0	0	2	11	1	0	9	4	2	0	4	66
OG0000649	1	14	0	0	1	0	0	24	0	8	0	0	0	2	16	66
OG0000650	1	5	7	9	3	0	0	4	7	1	8	7	6	3	5	66
OG0000651	2	12	4	4	3	4	5	6	4	2	6	5	3	3	3	66
OG0000652	0	21	18	2	1	0	0	8	0	7	9	0	0	0	0	66
OG0000653	0	0	11	8	6	0	8	3	0	1	6	20	0	0	3	66
OG0000654	3	5	3	8	7	13	3	6	0	0	4	2	5	3	3	65
OG0000655	4	1	3	4	7	1	2	3	2	1	3	15	7	5	7	65
OG0000656	10	5	4	4	5	3	2	4	6	3	4	3	4	4	4	65
OG0000657	4	4	3	3	3	2	5	3	13	3	7	3	3	3	6	65
OG0000658	10	0	1	1	1	0	6	23	2	2	6	1	1	1	10	65
OG0000659	12	0	5	4	7	0	2	2	1	8	4	4	7	5	4	65
OG0000660	4	1	3	3	3	22	6	3	1	5	3	2	3	3	3	65
OG0000661	6	2	3	4	7	0	4	5	1	8	5	8	5	1	6	65
OG0000662	3	4	1	5	7	3	2	5	4	2	3	4	5	10	7	65
OG0000663	1	0	21	22	3	1	2	0	5	0	2	1	3	2	2	65
OG0000664	0	0	10	8	0	0	0	4	1	0	27	0	0	1	14	65
OG0000665	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	65
OG0000666	12	3	2	2	2	1	10	2	1	17	2	2	3	3	2	64
OG0000667	2	15	2	5	4	2	4	11	2	1	6	2	3	2	3	64
OG0000668	14	0	1	2	2	1	10	8	1	12	6	1	1	1	4	64
OG0000669	5	5	3	4	5	1	6	4	4	5	5	4	4	4	5	64
OG0000670	2	0	9	15	3	0	0	22	1	0	4	5	1	0	2	64
OG0000671	2	8	4	7	4	1	2	5	1	1	4	8	3	5	9	64
OG0000672	10	4	2	2	3	2	1	2	1	3	2	6	12	11	3	64
OG0000673	12	2	3	4	3	1	8	3	3	12	2	3	4	4	0	64
OG0000674	2	4	5	5	16	0	0	5	1	0	6	4	5	2	9	64
OG0000675	10	0	9	12	1	0	1	4	0	10	3	4	0	0	10	64
OG0000676	1	30	1	1	13	1	1	3	1	1	0	4	3	3	1	64
OG0000677	3	5	3	4	4	1	4	7	4	3	4	6	3	6	7	64
OG0000678	0	6	2	4	7	0	0	7	6	0	10	2	7	5	8	64
OG0000679	0	0	62	1	0	0	0	1	0	0	0	0	0	0	0	64
OG0000680	0	0	33	7	0	0	0	0	0	0	0	0	0	0	24	64
OG0000681	0	0	6	5	8	0	0	8	0	0	10	0	13	14	0	64
OG0000682	2	10	2	2	3	5	1	5	1	2	6	4	7	6	7	63
OG0000683	6	7	5	1	5	3	5	5	4	3	6	5	5	1	2	63
OG0000684	14	4	3	4	7	1	0	4	2	0	4	10	5	4	1	63
OG0000685	5	4	4	3	4	1	8	5	4	5	4	3	4	4	5	63
OG0000686	0	0	8	16	12	1	0	3	0	0	5	11	4	2	1	63
OG0000687	8	5	4	5	11	0	3	6	1	2	7	3	3	3	2	63
OG0000688	9	1	4	8	4	2	1	7	2	1	8	4	3	3	6	63
OG0000689	3	8	3	3	4	1	5	5	6	1	4	2	4	6	8	63
OG0000690	11	3	3	4	4	1	2	4	4	5	4	3	5	7	3	63
OG0000691	1	2	8	7	6	0	4	4	4	1	4	5	2	5	10	63
OG0000692	1	4	9	7	3	1	2	4	4	2	5	4	7	5	5	63
